    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  247	897.00	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  248	897.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  249	895.30	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  250	897.90	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  251	901.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  252	899.20	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  253	895.40	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  254	894.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  255	895.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  256	900.80	0.0000	0.9933	0.9980	1.0000	0.0046	1.0000
  257	904.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  258	904.20	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  259	900.80	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  260	900.90	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  261	893.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  262	896.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  263	899.50	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  264	904.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  265	902.60	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  266	902.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  267	900.40	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  268	898.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  269	903.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  270	905.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  271	904.40	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  272	902.70	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  273	901.30	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  274	902.40	0.0000	0.9930	0.9980	1.0000	0.0049	1.0000
  275	902.70	0.0000	0.9930	0.9980	1.0000	0.0049	1.0000
  276	899.40	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
