    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  245	39.70	0.0000	0.9555	0.9557	1.0000	0.0002	1.0000
  246	39.90	0.0000	0.9554	0.9554	1.0000	-0.0000	1.0000
  247	39.50	0.0000	0.9538	0.9540	1.0000	0.0002	1.0000
  248	39.70	0.0000	0.9549	0.9548	1.0000	-0.0001	1.0000
  249	39.10	0.0000	0.9545	0.9544	1.0000	-0.0001	1.0000
  250	38.30	0.0000	0.9545	0.9544	1.0000	-0.0001	1.0000
  251	38.20	0.0000	0.9546	0.9546	1.0000	-0.0000	1.0000
  252	37.30	0.0000	0.9540	0.9541	1.0000	0.0001	1.0000
  253	37.40	0.0000	0.9537	0.9536	1.0000	-0.0001	1.0000
  254	37.50	0.0000	0.9539	0.9540	1.0000	0.0000	1.0000
  255	37.10	0.0000	0.9518	0.9520	1.0000	0.0002	1.0000
  256	37.30	0.0000	0.9518	0.9520	1.0000	0.0002	1.0000
  257	36.50	0.0000	0.9534	0.9535	1.0000	0.0001	1.0000
  258	36.70	0.0000	0.9535	0.9538	1.0000	0.0003	1.0000
  259	36.70	0.0000	0.9532	0.9535	1.0000	0.0003	1.0000
  260	36.80	0.0000	0.9528	0.9527	1.0000	-0.0000	1.0000
  261	37.00	0.0000	0.9526	0.9525	1.0000	-0.0000	1.0000
  262	37.00	0.0000	0.9510	0.9510	1.0000	-0.0000	1.0000
  263	36.60	0.0000	0.9506	0.9508	1.0000	0.0002	1.0000
  264	36.80	0.0000	0.9511	0.9510	1.0000	-0.0001	1.0000
  265	37.40	0.0000	0.9508	0.9508	1.0000	-0.0000	1.0000
  266	37.90	0.0000	0.9497	0.9498	1.0000	0.0001	1.0000
  267	37.20	0.0000	0.9489	0.9490	1.0000	0.0001	1.0000
  268	37.10	0.0000	0.9468	0.9467	1.0000	-0.0001	1.0000
  269	36.80	0.0000	0.9469	0.9468	1.0000	-0.0002	1.0000
  270	36.90	0.0000	0.9478	0.9477	1.0000	-0.0002	1.0000
  271	37.70	0.0000	0.9476	0.9477	1.0000	0.0001	1.0000
  272	37.30	0.0000	0.9481	0.9481	1.0000	-0.0000	1.0000
  273	37.00	0.0000	0.9482	0.9484	1.0000	0.0002	1.0000
  274	35.60	0.0000	0.9471	0.9472	1.0000	0.0001	1.0000
  275	35.60	0.0000	0.9471	0.9473	1.0000	0.0001	1.0000
  276	36.30	0.0000	0.9475	0.9473	1.0000	-0.0002	1.0000
  277	36.10	0.0000	0.9486	0.9485	1.0000	-0.0000	1.0000
  278	34.90	0.0000	0.9477	0.9478	1.0000	0.0001	1.0000
  279	34.60	0.0000	0.9487	0.9488	1.0000	0.0001	1.0000
  280	34.40	0.0000	0.9482	0.9482	1.0000	0.0000	1.0000
  281	34.40	0.0000	0.9489	0.9490	1.0000	0.0000	1.0000
  282	34.50	0.0000	0.9487	0.9488	1.0000	0.0001	1.0000
  283	34.50	0.0000	0.9489	0.9492	1.0000	0.0003	1.0000
  284	34.60	0.0000	0.9481	0.9481	1.0000	0.0000	1.0000
  285	34.70	0.0000	0.9478	0.9477	1.0000	-0.0000	1.0000
  286	34.40	0.0000	0.9483	0.9483	1.0000	-0.0001	1.0000
  287	34.70	0.0000	0.9489	0.9488	1.0000	-0.0001	1.0000
  288	34.30	0.0000	0.9481	0.9483	1.0000	0.0002	1.0000
  289	34.90	0.0000	0.9488	0.9488	1.0000	0.0000	1.0000
  290	34.90	0.0000	0.9475	0.9479	1.0000	0.0004	1.0000
  291	35.10	0.0000	0.9461	0.9462	1.0000	0.0001	1.0000
  292	34.10	0.0000	0.9467	0.9466	1.0000	-0.0001	1.0000
  293	33.60	0.0000	0.9462	0.9461	1.0000	-0.0000	1.0000
  294	33.90	0.0000	0.9458	0.9458	1.0000	-0.0001	1.0000
  295	33.60	0.0000	0.9450	0.9448	1.0000	-0.0002	1.0000
  296	33.90	0.0000	0.9449	0.9451	1.0000	0.0002	1.0000
  297	33.60	0.0000	0.9457	0.9456	1.0000	-0.0001	1.0000
  298	33.20	0.0000	0.9457	0.9457	1.0000	-0.0001	1.0000
  299	33.80	0.0000	0.9444	0.9444	1.0000	0.0000	1.0000
  300	34.30	0.0000	0.9458	0.9457	1.0000	-0.0001	1.0000
  301	34.40	0.0000	0.9435	0.9438	1.0000	0.0003	1.0000
  302	34.00	0.0000	0.9430	0.9432	1.0000	0.0003	1.0000
  303	34.10	0.0000	0.9433	0.9432	1.0000	-0.0001	1.0000
